,id,hand_player,opponent_high_card,opponent_high_card_suit,opponent_medium_card,opponent_medium_card_suit,opponent_low_card,opponent_low_card_suit,self_high_card,self_high_card_suit,self_medium_card,self_medium_card_suit,self_low_card,self_low_card_suit,opponent_round_0,self_round_0,opponent_round_1,self_round_1,opponent_round_2,self_round_2,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,opponent_points_envido,self_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,opponent_old_points,self_old_points,opponent_new_points,self_new_points,opponent_hand_balance,self_hand_balance,opponent_hand_quality,self_hand_quality
2966,3147,2,7,4,3,4,2,4,24,3,8,4,3,2,9,11,11.0,9.0,10,10.0,2,1,2,1,0,0,25,23,0,2,2,,,,1,2,2,3,0,0,0,2,3,0,6,0,11,0,5,12,30
2967,3148,1,16,2,12,2,2,4,24,2,16,2,6,2,11,11,10.0,9.0,9,10.0,2,1,2,0,0,0,28,23,0,0,0,1.0,,,1,2,2,3,0,0,0,2,3,0,0,3,3,3,3,30,42
2971,3152,1,42,1,16,3,8,4,16,2,8,4,7,1,10,9,9.0,11.0,11,10.0,1,2,1,0,0,0,7,22,0,0,0,,,,2,3,1,3,0,0,0,1,3,9,12,12,12,3,0,66,39
2974,3155,2,50,4,16,2,3,3,52,4,4,1,2,4,9,9,10.0,11.0,11,10.0,1,2,1,0,0,0,23,7,0,0,0,,,,1,1,0,0,0,0,0,1,2,13,16,15,16,2,0,69,70
2976,3157,2,50,4,8,3,1,4,24,2,16,1,7,1,10,9,8.0,10.0,11,11.0,1,2,1,2,0,0,4,23,1,2,1,,,,1,2,0,0,0,0,0,1,2,15,19,17,20,2,1,59,39
2979,3161,1,16,4,3,2,2,4,24,3,6,1,1,3,11,11,9.0,9.0,10,10.0,2,1,2,0,0,0,6,4,0,0,0,,,,1,3,2,3,0,0,0,2,3,2,5,2,8,0,3,21,28
2980,3162,2,50,4,24,3,6,3,24,2,12,1,6,4,10,9,9.0,10.0,11,11.0,1,2,1,2,0,0,3,3,1,2,1,,,,1,2,0,0,0,0,0,1,2,2,8,4,9,2,1,80,54
2982,3164,2,24,1,7,2,1,2,24,3,6,3,2,2,10,9,9.0,10.0,11,11.0,1,2,0,2,0,0,4,25,1,2,1,,,,2,3,0,0,0,0,0,1,2,5,9,7,10,2,1,32,33
2986,3168,2,16,2,12,2,8,2,16,3,7,1,1,1,9,9,10.0,11.0,11,10.0,1,2,1,2,0,0,22,26,0,2,2,,,,2,3,1,3,0,0,0,1,3,8,16,11,18,3,2,36,29
2987,3169,1,50,4,16,1,8,2,24,2,12,2,7,3,10,11,11.0,10.0,9,9.0,2,1,1,2,0,0,2,24,1,2,1,,,,2,3,0,0,0,0,0,1,2,11,18,13,19,2,1,74,47
2988,3170,2,42,1,8,4,1,3,40,2,7,2,1,2,10,9,9.0,10.0,11,11.0,1,2,1,0,0,0,7,31,0,0,0,,,,1,1,2,3,1,3,0,1,4,13,19,17,19,4,0,51,49
2989,3171,1,16,2,7,3,6,4,50,3,24,4,4,3,11,10,9.0,9.0,10,11.0,2,1,2,2,0,0,20,24,1,2,1,,,,2,3,0,0,0,0,0,2,2,17,19,17,22,0,3,29,61
2992,3175,1,40,2,6,4,4,4,42,1,8,1,1,4,10,10,9.0,9.0,11,11.0,2,1,2,2,0,0,7,24,0,2,2,,,,1,2,2,3,0,0,0,2,3,3,3,3,8,0,5,50,49
2994,3177,1,50,4,6,1,3,3,42,3,12,1,1,1,10,10,9.0,9.0,11,11.0,2,1,1,2,0,0,6,31,1,2,1,,,,1,2,2,3,0,0,0,1,3,3,9,6,10,3,1,59,49
2996,3179,1,24,1,16,4,1,4,6,2,3,3,1,2,9,10,10.0,9.0,11,9.0,2,1,1,0,0,0,4,6,0,0,0,,,,1,2,0,0,0,0,0,1,2,8,11,10,11,2,0,41,23
2997,3180,2,12,3,7,4,4,1,24,2,6,2,3,4,9,9,10.0,11.0,11,10.0,1,2,1,1,0,0,7,6,2,1,1,,,,1,3,0,0,0,0,0,1,2,10,11,13,11,3,0,23,34
2999,3182,2,50,4,24,4,6,2,40,1,16,2,7,4,10,9,9.0,10.0,11,11.0,1,2,1,2,0,0,21,29,1,2,1,,,,1,1,2,2,1,2,0,1,4,17,11,21,12,4,1,80,71
3002,3186,1,12,2,4,2,2,1,8,4,6,4,3,4,9,9,11.0,10.0,10,11.0,2,1,2,1,0,0,26,26,0,1,2,,,,2,3,0,0,0,0,0,2,2,1,2,3,4,2,2,18,15
3006,3190,1,16,1,7,3,6,1,24,3,8,3,4,3,10,10,9.0,9.0,11,11.0,2,1,2,2,0,0,20,30,1,2,1,,,,2,3,0,0,0,0,0,2,2,6,7,6,10,0,3,29,35
